"Sweep (n)","APD","APD value (ms)","APD value (mV)"
173,"APD 20",1.4,32.8499977054541
173,"APD 50",9.6,-5.2999996297993
173,"APD 90",32.2,-56.6499960430434
174,"APD 20",1.4,32.7999977089466
174,"APD 50",9.6,-5.74999959836716
174,"APD 90",32.1,-56.5999960465359
175,"APD 20",1.4,32.5999977229164
175,"APD 50",9.6,-5.44999961932192
175,"APD 90",32,-56.5499960500283
176,"APD 20",1.4,32.4999977299013
176,"APD 50",9.5,-5.64999960535208
176,"APD 90",32,-56.5999960465359
177,"APD 20",1.3,33.299997674022
177,"APD 50",9.5,-5.24999963329175
177,"APD 90",31.6,-56.6499960430434
