"Sweep (n)","APD","APD value (ms)","APD value (mV)"
25,"APD 20",2.2,23.6999983445742
25,"APD 50",14.2,-13.0499990884681
25,"APD 90",44,-61.8999956763352
26,"APD 20",2.3,23.399998365529
26,"APD 50",14.4,-13.0499990884681
26,"APD 90",44.1,-61.4999957042748
27,"APD 20",2.5,22.4999984283932
27,"APD 50",14.6,-13.6499990465586
27,"APD 90",44.6,-61.3999957112597
28,"APD 20",2.5,22.5499984249008
28,"APD 50",14.6,-13.4499990605284
28,"APD 90",44.6,-61.5499957007824
29,"APD 20",2.5,22.4499984318857
29,"APD 50",14.8,-13.4499990605284
29,"APD 90",44.6,-61.4999957042748
