"Sweep (n)","APD","APD value (ms)","APD value (mV)"
151,"APD 20",14.4,21.2499985157047
151,"APD 50",41.6,-14.799998966232
151,"APD 90",80.7,-62.899995606486
152,"APD 20",14.3,21.2999985122123
152,"APD 50",41.6,-14.7499989697245
152,"APD 90",80.4,-62.9499956029935
153,"APD 20",13.9,21.3499985087198
153,"APD 50",41.4,-14.7499989697245
153,"APD 90",80.4,-63.0999955925161
154,"APD 20",13.9,21.3499985087198
154,"APD 50",41.2,-14.9499989557546
154,"APD 90",80,-63.1999955855312
155,"APD 20",13.1,21.3999985052273
155,"APD 50",39.6,-14.8499989627395
155,"APD 90",79.7,-63.3499955750538
