"Sweep (n)","APD","APD value (ms)","APD value (mV)"
66,"APD 20",1.2,30.89999784166
66,"APD 50",11.3,-8.49999940628189
66,"APD 90",32.2,-60.1999957950788
67,"APD 20",1.2,30.5499978661073
67,"APD 50",11.6,-8.49999940628189
67,"APD 90",33,-60.0999958020637
68,"APD 20",1.2,30.89999784166
68,"APD 50",12,-8.54999940278943
68,"APD 90",33.4,-60.0999958020637
69,"APD 20",1.2,30.5999978626148
69,"APD 50",11.5,-8.44999940977435
69,"APD 90",33.4,-60.1499957985712
70,"APD 20",1.2,30.5999978626148
70,"APD 50",11.2,-8.29999942025172
70,"APD 90",32.6,-60.1999957950788
71,"APD 20",1.2,30.2999978835695
71,"APD 50",11.1,-8.34999941675927
71,"APD 90",32.6,-60.0499958055562
72,"APD 20",1.2,30.89999784166
72,"APD 50",11.5,-8.49999940628189
72,"APD 90",32.7,-60.0999958020637
73,"APD 20",1.2,30.7499978521374
73,"APD 50",11.6,-8.54999940278943
73,"APD 90",32.9,-60.2499957915863
74,"APD 20",1.2,30.3999978765846
74,"APD 50",11.2,-8.1499994307291
74,"APD 90",32.6,-60.0499958055562
75,"APD 20",1.2,30.1999978905545
75,"APD 50",11.2,-8.29999942025172
75,"APD 90",32.5,-60.0999958020637
