"Sweep (n)","APD","APD value (ms)","APD value (mV)"
375,"APD 20",0.899999999999999,23.3499983690214
375,"APD 50",4.6,-13.5499990535435
375,"APD 90",27,-62.0999956623653
376,"APD 20",0.899999999999999,22.9499983969611
376,"APD 50",4.6,-13.9999990221113
376,"APD 90",27,-62.1499956588729
377,"APD 20",1,21.54999849475
377,"APD 50",4.6,-13.3499990675133
377,"APD 90",27,-62.0499956658578
378,"APD 20",0.9,22.2999984423631
378,"APD 50",4.5,-13.6999990430661
378,"APD 90",27,-61.9999956693502
379,"APD 20",0.9,22.0999984563329
379,"APD 50",4.5,-14.0499990186189
379,"APD 90",26.8,-62.0999956623653
