"Sweep (n)","APD","APD value (ms)","APD value (mV)"
31,"APD 20",2,27.0499981105794
31,"APD 50",10.9,-11.3499992072117
31,"APD 90",41,-62.6999956204558
32,"APD 20",1.9,27.3999980861322
32,"APD 50",10.6,-11.2499992141966
32,"APD 90",40.9,-62.899995606486
33,"APD 20",1.9,27.4499980826397
33,"APD 50",10.6,-11.0499992281665
33,"APD 90",40.1,-62.8499956099784
34,"APD 20",1.8,27.8999980512076
34,"APD 50",10.5,-11.0499992281665
34,"APD 90",40.1,-62.9499956029935
35,"APD 20",1.8,27.8999980512076
35,"APD 50",10.5,-11.1499992211815
35,"APD 90",40.1,-62.9499956029935
