"Sweep (n)","APD","APD value (ms)","APD value (mV)"
413,"APD 20",3.5,-6.2999995599501
413,"APD 50",11.6,-24.8999982607552
413,"APD 90",30.3,-50.1499964970631
414,"APD 20",3.4,-6.09999957391994
414,"APD 50",11.7,-25.0999982467853
414,"APD 90",30.6,-50.3999964796008
415,"APD 20",3.5,-6.2999995599501
415,"APD 50",11.9,-25.0499982502778
415,"APD 90",30.6,-50.3499964830933
416,"APD 20",3.6,-6.74999952851797
416,"APD 50",12,-25.3999982258306
416,"APD 90",30.6,-50.2999964865857
417,"APD 20",3.5,-6.39999955296519
417,"APD 50",11.5,-25.1499982432929
417,"APD 90",30.5,-50.3499964830933
