"Sweep (n)","APD","APD value (ms)","APD value (mV)"
142,"APD 20",0.5,38.4999973108062
142,"APD 50",3.4,-4.04999971711078
142,"APD 90",20.9,-61.9499956728427
143,"APD 20",0.500000000000002,36.349997460982
143,"APD 50",3.4,-4.1999997066334
143,"APD 90",20.8,-62.0999956623653
144,"APD 20",0.5,39.5999972339721
144,"APD 50",3.4,-4.54999968218619
144,"APD 90",20.8,-62.0499956658578
145,"APD 20",0.5,40.149997195555
145,"APD 50",3.5,-5.09999964376913
145,"APD 90",20.9,-61.9499956728427
146,"APD 20",0.5,39.8999972130173
146,"APD 50",3.4,-4.29999969964848
146,"APD 90",20.9,-61.9999956693502
